image_path,split,label
data/processed/train/rotten/rottenbanana_0ceffcf64631.png,train,rotten
data/processed/train/fresh/freshoranges_c18383f253e1.png,train,fresh
data/processed/train/fresh/freshoranges_e278ef1d82de.png,train,fresh
data/processed/train/rotten/rottenapples_bed3f35cf540.png,train,rotten
data/processed/train/fresh/freshbanana_3702c31fda99.png,train,fresh
data/processed/train/fresh/freshbanana_061fccd04e96.png,train,fresh
data/processed/train/fresh/freshapples_bd219359622d.png,train,fresh
data/processed/train/fresh/freshoranges_531cad5f1bc3.png,train,fresh
data/processed/train/rotten/rottenbanana_421d8811d44e.png,train,rotten
data/processed/train/rotten/rottenbanana_a7bdd869dc6f.png,train,rotten
data/processed/train/fresh/freshapples_5ff8b6537b96.png,train,fresh
data/processed/train/fresh/freshoranges_2529ffb92aa3.png,train,fresh
data/processed/train/fresh/freshoranges_efd7371d3922.png,train,fresh
data/processed/train/rotten/rottenapples_8aa4342018a3.png,train,rotten
data/processed/train/rotten/rottenapples_774496d9a678.png,train,rotten
data/processed/train/fresh/freshoranges_8b7f0d83624e.png,train,fresh
data/processed/train/rotten/rottenapples_83ef18b5cfc4.png,train,rotten
data/processed/train/fresh/freshbanana_6114b687ff4b.png,train,fresh
data/processed/train/fresh/freshapples_475a14e52c0d.png,train,fresh
data/processed/train/rotten/rottenoranges_1ba7cba780e7.png,train,rotten
data/processed/train/fresh/freshbanana_41a1bf01af9e.png,train,fresh
data/processed/train/rotten/rottenapples_9695cae55c06.png,train,rotten
data/processed/train/fresh/freshoranges_a414f4d88685.png,train,fresh
data/processed/train/rotten/rottenbanana_c972b5a1f659.png,train,rotten
data/processed/train/fresh/freshbanana_daffa6623218.png,train,fresh
data/processed/train/fresh/freshoranges_6472beb8c215.png,train,fresh
data/processed/train/fresh/freshbanana_b5aee1b029df.png,train,fresh
data/processed/train/fresh/freshbanana_f3850ce2dc51.png,train,fresh
data/processed/train/rotten/rottenbanana_5128ce2911d4.png,train,rotten
data/processed/train/fresh/freshbanana_8f82f29f0717.png,train,fresh
data/processed/train/rotten/rottenapples_6e188b79f9ef.png,train,rotten
data/processed/train/fresh/freshapples_980e1a827437.png,train,fresh
data/processed/train/rotten/rottenapples_055d0bc6f1f6.png,train,rotten
data/processed/train/rotten/rottenbanana_8e18e30abf5c.png,train,rotten
data/processed/train/fresh/freshoranges_76b6e0a62ba4.png,train,fresh
data/processed/train/rotten/rottenbanana_c1a463526b85.png,train,rotten
data/processed/train/rotten/rottenoranges_4c6a35a4a36e.png,train,rotten
data/processed/train/fresh/freshoranges_d5b4174652c1.png,train,fresh
data/processed/train/fresh/freshapples_fd5ec46cf5db.png,train,fresh
data/processed/train/rotten/rottenapples_e482fe096646.png,train,rotten
data/processed/train/rotten/rottenbanana_6130e21d9218.png,train,rotten
data/processed/train/rotten/rottenbanana_074c5682dc84.png,train,rotten
data/processed/train/rotten/rottenbanana_83d44373c024.png,train,rotten
data/processed/train/fresh/freshoranges_0f6578b5c4da.png,train,fresh
data/processed/train/fresh/freshbanana_93cefd93e121.png,train,fresh
data/processed/train/rotten/rottenapples_68873fbb6aea.png,train,rotten
data/processed/train/rotten/rottenapples_265f9d43afa4.png,train,rotten
data/processed/train/fresh/freshapples_f29dd71fb918.png,train,fresh
data/processed/train/rotten/rottenapples_dbaf4bfd27f3.png,train,rotten
data/processed/train/fresh/freshoranges_44ff2eeee4ee.png,train,fresh
data/processed/train/rotten/rottenapples_31a103a6a52d.png,train,rotten
data/processed/train/fresh/freshbanana_acd357910d3e.png,train,fresh
data/processed/train/rotten/rottenbanana_792874714de9.png,train,rotten
data/processed/train/rotten/rottenbanana_ec7e5ded1338.png,train,rotten
data/processed/train/rotten/rottenoranges_bb37ed14fe9a.png,train,rotten
data/processed/train/fresh/freshoranges_af619c0ee7de.png,train,fresh
data/processed/train/rotten/rottenbanana_131644c6f865.png,train,rotten
data/processed/train/fresh/freshoranges_1ace3c19a1d4.png,train,fresh
data/processed/train/rotten/rottenapples_cca37cb70791.png,train,rotten
data/processed/train/rotten/rottenapples_34360eaafeba.png,train,rotten
data/processed/train/fresh/freshbanana_b02de77dbeed.png,train,fresh
data/processed/train/fresh/freshapples_976aba219d2e.png,train,fresh
data/processed/train/rotten/rottenoranges_aaa6ef72f519.png,train,rotten
data/processed/train/rotten/rottenapples_ae399df74e21.png,train,rotten
data/processed/train/rotten/rottenbanana_5d1d7e00daad.png,train,rotten
data/processed/train/fresh/freshapples_15982f999c23.png,train,fresh
data/processed/train/rotten/rottenoranges_01ed5ec7b886.png,train,rotten
data/processed/train/rotten/rottenapples_c78a79dfee58.png,train,rotten
data/processed/train/fresh/freshoranges_9720204cccac.png,train,fresh
data/processed/train/fresh/freshbanana_a0c86d469222.png,train,fresh
data/processed/train/rotten/rottenbanana_2f8686f56640.png,train,rotten
data/processed/train/fresh/freshbanana_98488c2cbb7e.png,train,fresh
data/processed/train/rotten/rottenbanana_75db8a015b29.png,train,rotten
data/processed/train/fresh/freshapples_98e26b1e0237.png,train,fresh
data/processed/train/fresh/freshoranges_ae2e9ce8f1dc.png,train,fresh
data/processed/train/rotten/rottenapples_e3136acb457b.png,train,rotten
data/processed/train/rotten/rottenapples_dc2c93e9155e.png,train,rotten
data/processed/train/rotten/rottenbanana_b7afc92414dd.png,train,rotten
data/processed/train/rotten/rottenapples_28cf9e12b0e0.png,train,rotten
data/processed/train/fresh/freshbanana_861e8b856685.png,train,fresh
data/processed/train/rotten/rottenbanana_74535a35ee21.png,train,rotten
data/processed/train/rotten/rottenoranges_a3fff6522189.png,train,rotten
data/processed/train/fresh/freshoranges_1514fede1e9e.png,train,fresh
data/processed/train/fresh/freshapples_566e2e6a4fb2.png,train,fresh
data/processed/train/rotten/rottenapples_4ad19ca8b318.png,train,rotten
data/processed/train/fresh/freshoranges_0a8ead7be9a5.png,train,fresh
data/processed/train/fresh/freshoranges_eed8f98d50d3.png,train,fresh
data/processed/train/rotten/rottenoranges_bebff85c489e.png,train,rotten
data/processed/train/fresh/freshapples_e6db246c98e9.png,train,fresh
data/processed/train/fresh/freshbanana_b188813163a6.png,train,fresh
data/processed/train/fresh/freshbanana_5e1fd8f160e2.png,train,fresh
data/processed/train/rotten/rottenbanana_d89f45170c48.png,train,rotten
data/processed/train/rotten/rottenapples_ae75996c6c7f.png,train,rotten
data/processed/train/fresh/freshbanana_acd850cbdcc1.png,train,fresh
data/processed/train/rotten/rottenbanana_c687faa3019a.png,train,rotten
data/processed/train/fresh/freshoranges_23b1f9143b5c.png,train,fresh
data/processed/train/fresh/freshbanana_427e9089a404.png,train,fresh
data/processed/train/rotten/rottenoranges_007c8d2027b8.png,train,rotten
data/processed/train/fresh/freshoranges_bab7ada27866.png,train,fresh
data/processed/train/fresh/freshbanana_c575755b8c6f.png,train,fresh
data/processed/train/rotten/rottenoranges_c6e1408056a0.png,train,rotten
data/processed/train/rotten/rottenoranges_573602c7ce05.png,train,rotten
data/processed/train/rotten/rottenapples_cd4681b3f24b.png,train,rotten
data/processed/train/fresh/freshbanana_840b58f24b15.png,train,fresh
data/processed/train/fresh/freshoranges_99c30d5e32e1.png,train,fresh
data/processed/train/rotten/rottenapples_4dec850515a8.png,train,rotten
data/processed/train/fresh/freshbanana_6397e9ccd0dc.png,train,fresh
data/processed/train/fresh/freshoranges_1b78f6f3794b.png,train,fresh
data/processed/train/fresh/freshoranges_1688cb57e52f.png,train,fresh
data/processed/train/fresh/freshbanana_e79cfc9e817c.png,train,fresh
data/processed/train/fresh/freshoranges_6f8fa6172594.png,train,fresh
data/processed/train/rotten/rottenapples_3d0e436e6940.png,train,rotten
data/processed/train/rotten/rottenbanana_760a60e77111.png,train,rotten
data/processed/train/fresh/freshbanana_c4decf014de9.png,train,fresh
data/processed/train/rotten/rottenapples_22c85638633a.png,train,rotten
data/processed/train/fresh/freshapples_1c9692e5568b.png,train,fresh
data/processed/train/fresh/freshapples_e54f12ac5162.png,train,fresh
data/processed/train/fresh/freshoranges_cda6a6005759.png,train,fresh
data/processed/train/fresh/freshoranges_97e6db90fa57.png,train,fresh
data/processed/train/rotten/rottenapples_bccd99acdddf.png,train,rotten
data/processed/train/rotten/rottenbanana_58a42cf69579.png,train,rotten
data/processed/train/rotten/rottenbanana_4be9793604b2.png,train,rotten
data/processed/val/fresh/freshapples_f1e3c5897d0c.png,val,fresh
data/processed/val/rotten/rottenbanana_e8514c2dda28.png,val,rotten
data/processed/val/rotten/rottenapples_19b6859640a1.png,val,rotten
data/processed/val/rotten/rottenbanana_8faebdebc523.png,val,rotten
data/processed/val/fresh/freshoranges_e3f24eb07e18.png,val,fresh
data/processed/val/fresh/freshbanana_16c889040e81.png,val,fresh
data/processed/val/rotten/rottenapples_991c920abeba.png,val,rotten
data/processed/val/rotten/rottenapples_01fd368277b2.png,val,rotten
data/processed/val/fresh/freshapples_3e3cd8e3ae82.png,val,fresh
data/processed/val/fresh/freshoranges_4a8b3bbca20b.png,val,fresh
data/processed/val/rotten/rottenapples_b59fe3309d62.png,val,rotten
data/processed/val/rotten/rottenbanana_fc9e8b446ef0.png,val,rotten
data/processed/val/fresh/freshoranges_83cc3a5f0bde.png,val,fresh
data/processed/val/fresh/freshoranges_9aa364e56d01.png,val,fresh
data/processed/val/fresh/freshoranges_92b75e26a16e.png,val,fresh
data/processed/val/rotten/rottenbanana_85b22871f97d.png,val,rotten
data/processed/val/fresh/freshbanana_a1b0c8448a34.png,val,fresh
data/processed/val/fresh/freshapples_c051f4513a56.png,val,fresh
data/processed/val/fresh/freshoranges_f7e6eb0f5d59.png,val,fresh
data/processed/val/rotten/rottenapples_d3f46a1b9ec1.png,val,rotten
data/processed/val/fresh/freshapples_46bf96ee399a.png,val,fresh
data/processed/val/rotten/rottenoranges_6ee5766b7ebe.png,val,rotten
data/processed/val/rotten/rottenoranges_a13df05fd79e.png,val,rotten
data/processed/val/rotten/rottenbanana_3fc722630c13.png,val,rotten
data/processed/val/rotten/rottenapples_3b51a853295e.png,val,rotten
data/processed/val/rotten/rottenoranges_34cf86191dec.png,val,rotten
data/processed/val/fresh/freshapples_bb62e4aaa349.png,val,fresh
data/processed/val/rotten/rottenapples_782f4cdee409.png,val,rotten
data/processed/val/rotten/rottenapples_baa09d9a7c73.png,val,rotten
data/processed/val/rotten/rottenbanana_c79d67624bb1.png,val,rotten
data/processed/val/rotten/rottenoranges_46c1c6e92255.png,val,rotten
data/processed/val/fresh/freshoranges_477ac136ea4b.png,val,fresh
data/processed/val/fresh/freshapples_45c164bf0d5a.png,val,fresh
data/processed/val/rotten/rottenoranges_6a29211644d4.png,val,rotten
data/processed/val/fresh/freshoranges_00a9c8db567d.png,val,fresh
data/processed/val/fresh/freshapples_662bed67268f.png,val,fresh
data/processed/val/fresh/freshapples_184a132d28a6.png,val,fresh
data/processed/val/fresh/freshapples_ab7526b1dedc.png,val,fresh
data/processed/val/fresh/freshbanana_e5f99d3d0fb9.png,val,fresh
data/processed/val/rotten/rottenbanana_955178de402c.png,val,rotten
data/processed/test/fresh/freshbanana_33c2cc8af65d.png,test,fresh
data/processed/test/fresh/freshoranges_51beacbe4570.png,test,fresh
data/processed/test/fresh/freshbanana_4d055a6753e9.png,test,fresh
data/processed/test/fresh/freshbanana_bb0ac16c0e17.png,test,fresh
data/processed/test/fresh/freshapples_7c6090dc6375.png,test,fresh
data/processed/test/fresh/freshoranges_a62881a9217f.png,test,fresh
data/processed/test/fresh/freshbanana_e878b87c9ac9.png,test,fresh
data/processed/test/fresh/freshapples_693f0d759bf7.png,test,fresh
data/processed/test/fresh/freshbanana_b4f3000234ba.png,test,fresh
data/processed/test/fresh/freshapples_b07c64c77312.png,test,fresh
data/processed/test/fresh/freshapples_342ecf96964a.png,test,fresh
data/processed/test/fresh/freshbanana_1f23fe7a1676.png,test,fresh
data/processed/test/fresh/freshbanana_50bd232ceb2a.png,test,fresh
data/processed/test/fresh/freshapples_071698311084.png,test,fresh
data/processed/test/fresh/freshbanana_1fe850b565a6.png,test,fresh
data/processed/test/fresh/freshbanana_b1490dd5c752.png,test,fresh
data/processed/test/fresh/freshoranges_abfe957f599c.png,test,fresh
data/processed/test/fresh/freshapples_e577849d6262.png,test,fresh
data/processed/test/fresh/freshapples_7feb2504ef86.png,test,fresh
data/processed/test/fresh/freshbanana_444f74a01c97.png,test,fresh
data/processed/test/fresh/freshapples_705839bc61ab.png,test,fresh
data/processed/test/fresh/freshapples_0554134c2c59.png,test,fresh
data/processed/test/fresh/freshoranges_75c58e161983.png,test,fresh
data/processed/test/fresh/freshbanana_65c6980ff236.png,test,fresh
data/processed/test/fresh/freshbanana_bdc2e2602ec2.png,test,fresh
data/processed/test/fresh/freshoranges_c494b09f479d.png,test,fresh
data/processed/test/fresh/freshbanana_4b775220dcde.png,test,fresh
data/processed/test/fresh/freshoranges_454e17610c76.png,test,fresh
data/processed/test/fresh/freshoranges_8bd231b213a1.png,test,fresh
data/processed/test/fresh/freshapples_3b9c6148c4d1.png,test,fresh
data/processed/test/fresh/freshoranges_5858efb3b570.png,test,fresh
data/processed/test/fresh/freshapples_c235cd2c91a4.png,test,fresh
data/processed/test/fresh/freshapples_9fb334a84d67.png,test,fresh
data/processed/test/fresh/freshbanana_ac9e7af8e467.png,test,fresh
data/processed/test/fresh/freshbanana_842c6462c6c1.png,test,fresh
data/processed/test/fresh/freshoranges_968eb632ff5c.png,test,fresh
data/processed/test/fresh/freshoranges_af6c6336df0d.png,test,fresh
data/processed/test/fresh/freshbanana_37165fd5a7f6.png,test,fresh
data/processed/test/fresh/freshbanana_c90c44fe7c86.png,test,fresh
data/processed/test/fresh/freshbanana_621ede5bd91e.png,test,fresh
data/processed/test/rotten/rottenbanana_79314f4625ff.png,test,rotten
data/processed/test/rotten/rottenbanana_98c0e135d904.png,test,rotten
data/processed/test/rotten/rottenbanana_a673573cdc5f.png,test,rotten
data/processed/test/rotten/rottenbanana_4177a1671cf6.png,test,rotten
data/processed/test/rotten/rottenbanana_973a510e9d82.png,test,rotten
data/processed/test/rotten/rottenoranges_4f6f792a06e8.png,test,rotten
data/processed/test/rotten/rottenoranges_8365a9ea0d22.png,test,rotten
data/processed/test/rotten/rottenoranges_de876d7eebe9.png,test,rotten
data/processed/test/rotten/rottenbanana_817d8b51c5cd.png,test,rotten
data/processed/test/rotten/rottenapples_aeb8a763108e.png,test,rotten
data/processed/test/rotten/rottenapples_b5b16521129d.png,test,rotten
data/processed/test/rotten/rottenbanana_a7d57af57615.png,test,rotten
data/processed/test/rotten/rottenbanana_2a37628b901a.png,test,rotten
data/processed/test/rotten/rottenapples_4556f9daf244.png,test,rotten
data/processed/test/rotten/rottenoranges_e86682fc816c.png,test,rotten
data/processed/test/rotten/rottenbanana_15f40d1e120b.png,test,rotten
data/processed/test/rotten/rottenoranges_2ded1632e8ef.png,test,rotten
data/processed/test/rotten/rottenbanana_30b5bbdd5fa3.png,test,rotten
data/processed/test/rotten/rottenoranges_d95e3ff7ea24.png,test,rotten
data/processed/test/rotten/rottenbanana_ce7633067530.png,test,rotten
data/processed/test/rotten/rottenbanana_ec9dbe0f951e.png,test,rotten
data/processed/test/rotten/rottenoranges_6b5773853c64.png,test,rotten
data/processed/test/rotten/rottenapples_6b774109faed.png,test,rotten
data/processed/test/rotten/rottenapples_5d691dd464b8.png,test,rotten
data/processed/test/rotten/rottenapples_8a5b49245986.png,test,rotten
data/processed/test/rotten/rottenoranges_fab02cec5446.png,test,rotten
data/processed/test/rotten/rottenoranges_ffaa2fed94c8.png,test,rotten
data/processed/test/rotten/rottenbanana_0a7ec314574d.png,test,rotten
data/processed/test/rotten/rottenoranges_09b730dc90ee.png,test,rotten
data/processed/test/rotten/rottenbanana_3d00658270fb.png,test,rotten
data/processed/test/rotten/rottenapples_27a427682bab.png,test,rotten
data/processed/test/rotten/rottenoranges_fc9d7c371326.png,test,rotten
data/processed/test/rotten/rottenapples_622870b0d0e5.png,test,rotten
data/processed/test/rotten/rottenoranges_cd98921c9203.png,test,rotten
data/processed/test/rotten/rottenbanana_9e90508b143b.png,test,rotten
data/processed/test/rotten/rottenbanana_c04d52db9b27.png,test,rotten
data/processed/test/rotten/rottenoranges_92f9d8363d6d.png,test,rotten
data/processed/test/rotten/rottenbanana_eb3b8cc8ec06.png,test,rotten
data/processed/test/rotten/rottenapples_91fae047e32f.png,test,rotten
data/processed/test/rotten/rottenapples_437b3d90c975.png,test,rotten
