model,split,image_path,y_true,y_pred,correct,proba_fresh,proba_rotten,confidence
logistic_regression,test,data/processed/test/fresh/freshapples_c235cd2c91a4.png,fresh,fresh,True,0.5991001978057944,0.4008998021942057,0.5991001978057944
logistic_regression,test,data/processed/test/fresh/freshapples_9fb334a84d67.png,fresh,fresh,True,0.7061402457278982,0.29385975427210176,0.7061402457278982
logistic_regression,test,data/processed/test/fresh/freshbanana_ac9e7af8e467.png,fresh,fresh,True,0.9535759477024466,0.04642405229755346,0.9535759477024466
logistic_regression,test,data/processed/test/fresh/freshbanana_842c6462c6c1.png,fresh,fresh,True,0.835106165123668,0.16489383487633208,0.835106165123668
logistic_regression,test,data/processed/test/fresh/freshoranges_968eb632ff5c.png,fresh,fresh,True,0.8583146148948072,0.1416853851051928,0.8583146148948072
logistic_regression,test,data/processed/test/fresh/freshoranges_af6c6336df0d.png,fresh,fresh,True,0.7633228053747823,0.2366771946252177,0.7633228053747823
logistic_regression,test,data/processed/test/fresh/freshbanana_37165fd5a7f6.png,fresh,fresh,True,0.9907399294217006,0.00926007057829938,0.9907399294217006
logistic_regression,test,data/processed/test/fresh/freshbanana_c90c44fe7c86.png,fresh,fresh,True,0.8694991103916387,0.1305008896083612,0.8694991103916387
logistic_regression,test,data/processed/test/fresh/freshbanana_621ede5bd91e.png,fresh,fresh,True,0.8686811125632443,0.13131888743675565,0.8686811125632443
logistic_regression,test,data/processed/test/rotten/rottenbanana_79314f4625ff.png,rotten,rotten,True,0.033836307669396826,0.9661636923306032,0.9661636923306032
logistic_regression,test,data/processed/test/rotten/rottenbanana_98c0e135d904.png,rotten,rotten,True,0.003885739007619682,0.9961142609923803,0.9961142609923803
logistic_regression,test,data/processed/test/rotten/rottenbanana_a673573cdc5f.png,rotten,rotten,True,0.01711490841376584,0.9828850915862342,0.9828850915862342
logistic_regression,test,data/processed/test/rotten/rottenbanana_4177a1671cf6.png,rotten,rotten,True,0.11117389721505411,0.8888261027849459,0.8888261027849459
logistic_regression,test,data/processed/test/rotten/rottenbanana_973a510e9d82.png,rotten,rotten,True,0.001244915041949235,0.9987550849580508,0.9987550849580508
logistic_regression,test,data/processed/test/rotten/rottenoranges_4f6f792a06e8.png,rotten,rotten,True,0.05422127009884048,0.9457787299011595,0.9457787299011595
logistic_regression,test,data/processed/test/rotten/rottenoranges_8365a9ea0d22.png,rotten,fresh,False,0.6331478364022995,0.36685216359770045,0.6331478364022995
logistic_regression,test,data/processed/test/rotten/rottenoranges_de876d7eebe9.png,rotten,rotten,True,0.12966269788664908,0.8703373021133509,0.8703373021133509
logistic_regression,test,data/processed/test/rotten/rottenbanana_817d8b51c5cd.png,rotten,rotten,True,0.015714401452920912,0.9842855985470791,0.9842855985470791
logistic_regression,test,data/processed/test/rotten/rottenapples_aeb8a763108e.png,rotten,fresh,False,0.6802730274628294,0.31972697253717064,0.6802730274628294
logistic_regression,test,data/processed/test/rotten/rottenapples_b5b16521129d.png,rotten,rotten,True,0.2114777407573598,0.7885222592426402,0.7885222592426402
logistic_regression,test,data/processed/test/rotten/rottenbanana_a7d57af57615.png,rotten,rotten,True,0.011819212854977446,0.9881807871450226,0.9881807871450226
logistic_regression,test,data/processed/test/rotten/rottenbanana_2a37628b901a.png,rotten,rotten,True,0.01939181760267905,0.980608182397321,0.980608182397321
logistic_regression,test,data/processed/test/rotten/rottenapples_4556f9daf244.png,rotten,rotten,True,0.13267129675732314,0.8673287032426769,0.8673287032426769
logistic_regression,test,data/processed/test/rotten/rottenoranges_e86682fc816c.png,rotten,rotten,True,0.2380162780025249,0.7619837219974751,0.7619837219974751
logistic_regression,test,data/processed/test/rotten/rottenbanana_15f40d1e120b.png,rotten,rotten,True,0.005121579148290811,0.9948784208517092,0.9948784208517092
logistic_regression,test,data/processed/test/rotten/rottenoranges_2ded1632e8ef.png,rotten,fresh,False,0.9042283495961118,0.09577165040388824,0.9042283495961118
logistic_regression,test,data/processed/test/rotten/rottenbanana_30b5bbdd5fa3.png,rotten,rotten,True,0.04081489308717812,0.9591851069128219,0.9591851069128219
logistic_regression,test,data/processed/test/rotten/rottenoranges_d95e3ff7ea24.png,rotten,fresh,False,0.6535003792242307,0.3464996207757693,0.6535003792242307
logistic_regression,test,data/processed/test/rotten/rottenbanana_ce7633067530.png,rotten,rotten,True,0.07370880834757487,0.9262911916524251,0.9262911916524251
logistic_regression,test,data/processed/test/rotten/rottenbanana_ec9dbe0f951e.png,rotten,rotten,True,0.09464263330302891,0.9053573666969711,0.9053573666969711
logistic_regression,test,data/processed/test/rotten/rottenoranges_6b5773853c64.png,rotten,rotten,True,0.27141283196074717,0.7285871680392528,0.7285871680392528
logistic_regression,test,data/processed/test/rotten/rottenapples_6b774109faed.png,rotten,rotten,True,0.05537360555570481,0.9446263944442952,0.9446263944442952
logistic_regression,test,data/processed/test/rotten/rottenapples_5d691dd464b8.png,rotten,rotten,True,0.13466211958139562,0.8653378804186044,0.8653378804186044
logistic_regression,test,data/processed/test/rotten/rottenapples_8a5b49245986.png,rotten,fresh,False,0.5249480274146509,0.47505197258534915,0.5249480274146509
logistic_regression,test,data/processed/test/rotten/rottenoranges_fab02cec5446.png,rotten,rotten,True,0.03352923248587414,0.9664707675141259,0.9664707675141259
logistic_regression,test,data/processed/test/rotten/rottenoranges_ffaa2fed94c8.png,rotten,rotten,True,0.42046671872149477,0.5795332812785052,0.5795332812785052
logistic_regression,test,data/processed/test/rotten/rottenbanana_0a7ec314574d.png,rotten,rotten,True,0.013148598748076057,0.9868514012519239,0.9868514012519239
logistic_regression,test,data/processed/test/rotten/rottenoranges_09b730dc90ee.png,rotten,rotten,True,0.33949558588938744,0.6605044141106126,0.6605044141106126
logistic_regression,test,data/processed/test/rotten/rottenbanana_3d00658270fb.png,rotten,rotten,True,0.00048496781466100813,0.999515032185339,0.999515032185339
logistic_regression,test,data/processed/test/rotten/rottenapples_27a427682bab.png,rotten,rotten,True,0.1487787597942657,0.8512212402057343,0.8512212402057343
logistic_regression,test,data/processed/test/rotten/rottenoranges_fc9d7c371326.png,rotten,rotten,True,0.14401055864349865,0.8559894413565013,0.8559894413565013
logistic_regression,test,data/processed/test/rotten/rottenapples_622870b0d0e5.png,rotten,fresh,False,0.5955560925284075,0.40444390747159253,0.5955560925284075
logistic_regression,test,data/processed/test/rotten/rottenoranges_cd98921c9203.png,rotten,rotten,True,0.08812949296175021,0.9118705070382498,0.9118705070382498
logistic_regression,test,data/processed/test/rotten/rottenbanana_9e90508b143b.png,rotten,rotten,True,0.43515767720273923,0.5648423227972608,0.5648423227972608
logistic_regression,test,data/processed/test/rotten/rottenbanana_c04d52db9b27.png,rotten,rotten,True,0.10136948909092092,0.8986305109090791,0.8986305109090791
logistic_regression,test,data/processed/test/rotten/rottenoranges_92f9d8363d6d.png,rotten,rotten,True,0.1616054384755341,0.8383945615244659,0.8383945615244659
logistic_regression,test,data/processed/test/rotten/rottenbanana_eb3b8cc8ec06.png,rotten,fresh,False,0.6360008885749958,0.3639991114250042,0.6360008885749958
logistic_regression,test,data/processed/test/rotten/rottenapples_91fae047e32f.png,rotten,fresh,False,0.6993916313517583,0.30060836864824175,0.6993916313517583
logistic_regression,test,data/processed/test/rotten/rottenapples_437b3d90c975.png,rotten,fresh,False,0.5113467203101035,0.48865327968989647,0.5113467203101035
svm_rbf,validation,data/processed/val/fresh/freshapples_f1e3c5897d0c.png,fresh,fresh,True,0.717156712304378,0.282843287695622,0.717156712304378
svm_rbf,validation,data/processed/val/rotten/rottenbanana_e8514c2dda28.png,rotten,rotten,True,0.08103668227655499,0.918963317723445,0.918963317723445
svm_rbf,validation,data/processed/val/rotten/rottenapples_19b6859640a1.png,rotten,rotten,True,0.003927768089474837,0.9960722319105253,0.9960722319105253
svm_rbf,validation,data/processed/val/rotten/rottenbanana_8faebdebc523.png,rotten,rotten,True,0.11231600816003531,0.8876839918399646,0.8876839918399646
svm_rbf,validation,data/processed/val/fresh/freshoranges_e3f24eb07e18.png,fresh,fresh,True,0.9755398528537974,0.024460147146202642,0.9755398528537974
svm_rbf,validation,data/processed/val/fresh/freshbanana_16c889040e81.png,fresh,fresh,True,0.7228591296043136,0.2771408703956863,0.7228591296043136
svm_rbf,validation,data/processed/val/rotten/rottenapples_991c920abeba.png,rotten,rotten,True,0.039363797437057306,0.9606362025629429,0.9606362025629429
svm_rbf,validation,data/processed/val/rotten/rottenapples_01fd368277b2.png,rotten,rotten,True,0.23814684210278528,0.7618531578972149,0.7618531578972149
svm_rbf,validation,data/processed/val/fresh/freshapples_3e3cd8e3ae82.png,fresh,fresh,True,0.8685637714038216,0.13143622859617846,0.8685637714038216
svm_rbf,validation,data/processed/val/fresh/freshoranges_4a8b3bbca20b.png,fresh,fresh,True,0.9854379537399948,0.014562046260005197,0.9854379537399948
svm_rbf,validation,data/processed/val/rotten/rottenapples_b59fe3309d62.png,rotten,rotten,True,0.14725373127196553,0.8527462687280345,0.8527462687280345
svm_rbf,validation,data/processed/val/rotten/rottenbanana_fc9e8b446ef0.png,rotten,rotten,True,0.024076666443674517,0.9759233335563255,0.9759233335563255
svm_rbf,validation,data/processed/val/fresh/freshoranges_83cc3a5f0bde.png,fresh,fresh,True,0.5087404958244606,0.4912595041755394,0.5087404958244606
svm_rbf,validation,data/processed/val/fresh/freshoranges_9aa364e56d01.png,fresh,fresh,True,0.9937780997370593,0.006221900262940737,0.9937780997370593
svm_rbf,validation,data/processed/val/fresh/freshoranges_92b75e26a16e.png,fresh,fresh,True,0.9409237865190644,0.05907621348093556,0.9409237865190644
svm_rbf,validation,data/processed/val/rotten/rottenbanana_85b22871f97d.png,rotten,fresh,False,0.6148571080035987,0.3851428919964012,0.6148571080035987
svm_rbf,validation,data/processed/val/fresh/freshbanana_a1b0c8448a34.png,fresh,fresh,True,0.6606178607100138,0.3393821392899862,0.6606178607100138
svm_rbf,validation,data/processed/val/fresh/freshapples_c051f4513a56.png,fresh,fresh,True,0.9202916287809155,0.0797083712190843,0.9202916287809155
svm_rbf,validation,data/processed/val/fresh/freshoranges_f7e6eb0f5d59.png,fresh,fresh,True,0.5833475493041747,0.41665245069582535,0.5833475493041747
svm_rbf,validation,data/processed/val/rotten/rottenapples_d3f46a1b9ec1.png,rotten,fresh,False,0.5,0.5,0.5
svm_rbf,validation,data/processed/val/fresh/freshapples_46bf96ee399a.png,fresh,fresh,True,0.7857115416741995,0.2142884583258005,0.7857115416741995
svm_rbf,validation,data/processed/val/rotten/rottenoranges_6ee5766b7ebe.png,rotten,rotten,True,0.03135210436913283,0.9686478956308674,0.9686478956308674
svm_rbf,validation,data/processed/val/rotten/rottenoranges_a13df05fd79e.png,rotten,fresh,False,0.8671726725211071,0.13282732747889314,0.8671726725211071
svm_rbf,validation,data/processed/val/rotten/rottenbanana_3fc722630c13.png,rotten,rotten,True,0.23324505706628001,0.76675494293372,0.76675494293372
svm_rbf,validation,data/processed/val/rotten/rottenapples_3b51a853295e.png,rotten,rotten,True,0.05145989444554662,0.9485401055544532,0.9485401055544532
svm_rbf,validation,data/processed/val/rotten/rottenoranges_34cf86191dec.png,rotten,rotten,True,0.0343560606191803,0.9656439393808197,0.9656439393808197
svm_rbf,validation,data/processed/val/fresh/freshapples_bb62e4aaa349.png,fresh,fresh,True,0.7984941480152807,0.20150585198471918,0.7984941480152807
svm_rbf,validation,data/processed/val/rotten/rottenapples_782f4cdee409.png,rotten,rotten,True,0.08433065957073811,0.9156693404292617,0.9156693404292617
svm_rbf,validation,data/processed/val/rotten/rottenapples_baa09d9a7c73.png,rotten,fresh,False,0.6821680380713834,0.3178319619286165,0.6821680380713834
svm_rbf,validation,data/processed/val/rotten/rottenbanana_c79d67624bb1.png,rotten,rotten,True,0.03384974180530496,0.966150258194695,0.966150258194695
svm_rbf,validation,data/processed/val/rotten/rottenoranges_46c1c6e92255.png,rotten,rotten,True,0.4395885422553651,0.5604114577446349,0.5604114577446349
svm_rbf,validation,data/processed/val/fresh/freshoranges_477ac136ea4b.png,fresh,fresh,True,0.9366856370081819,0.06331436299181788,0.9366856370081819
svm_rbf,validation,data/processed/val/fresh/freshapples_45c164bf0d5a.png,fresh,fresh,True,0.6816748166094345,0.3183251833905655,0.6816748166094345
svm_rbf,validation,data/processed/val/rotten/rottenoranges_6a29211644d4.png,rotten,rotten,True,0.0060305401707736305,0.9939694598292265,0.9939694598292265
svm_rbf,validation,data/processed/val/fresh/freshoranges_00a9c8db567d.png,fresh,fresh,True,0.9749917553602461,0.025008244639754033,0.9749917553602461
svm_rbf,validation,data/processed/val/fresh/freshapples_662bed67268f.png,fresh,rotten,False,0.32255880032086526,0.6774411996791349,0.6774411996791349
svm_rbf,validation,data/processed/val/fresh/freshapples_184a132d28a6.png,fresh,fresh,True,0.9601087621040554,0.03989123789594462,0.9601087621040554
svm_rbf,validation,data/processed/val/fresh/freshapples_ab7526b1dedc.png,fresh,fresh,True,0.9025599574692813,0.09744004253071845,0.9025599574692813
svm_rbf,validation,data/processed/val/fresh/freshbanana_e5f99d3d0fb9.png,fresh,fresh,True,0.9827395499092227,0.01726045009077735,0.9827395499092227
svm_rbf,validation,data/processed/val/rotten/rottenbanana_955178de402c.png,rotten,rotten,True,0.23579693451311756,0.7642030654868822,0.7642030654868822
svm_rbf,test,data/processed/test/fresh/freshbanana_33c2cc8af65d.png,fresh,fresh,True,0.9232582766910934,0.07674172330890676,0.9232582766910934
svm_rbf,test,data/processed/test/fresh/freshoranges_51beacbe4570.png,fresh,fresh,True,0.9391120751143229,0.06088792488567706,0.9391120751143229
svm_rbf,test,data/processed/test/fresh/freshbanana_4d055a6753e9.png,fresh,fresh,True,0.8795536766382112,0.12044632336178897,0.8795536766382112
svm_rbf,test,data/processed/test/fresh/freshbanana_bb0ac16c0e17.png,fresh,fresh,True,0.6346869712888944,0.3653130287111056,0.6346869712888944
svm_rbf,test,data/processed/test/fresh/freshapples_7c6090dc6375.png,fresh,rotten,False,0.1516047301811632,0.8483952698188366,0.8483952698188366
svm_rbf,test,data/processed/test/fresh/freshoranges_a62881a9217f.png,fresh,fresh,True,0.49389811585455135,0.5061018841454487,0.5061018841454487
svm_rbf,test,data/processed/test/fresh/freshbanana_e878b87c9ac9.png,fresh,fresh,True,0.9579113817227896,0.04208861827721046,0.9579113817227896
svm_rbf,test,data/processed/test/fresh/freshapples_693f0d759bf7.png,fresh,rotten,False,0.3168147296479377,0.6831852703520624,0.6831852703520624
svm_rbf,test,data/processed/test/fresh/freshbanana_b4f3000234ba.png,fresh,fresh,True,0.6960162797394126,0.3039837202605875,0.6960162797394126
svm_rbf,test,data/processed/test/fresh/freshapples_b07c64c77312.png,fresh,fresh,True,0.8731369002384782,0.12686309976152185,0.8731369002384782
svm_rbf,test,data/processed/test/fresh/freshapples_342ecf96964a.png,fresh,fresh,True,0.7878915808430111,0.21210841915698886,0.7878915808430111
svm_rbf,test,data/processed/test/fresh/freshbanana_1f23fe7a1676.png,fresh,fresh,True,0.9208698325920329,0.07913016740796734,0.9208698325920329
svm_rbf,test,data/processed/test/fresh/freshbanana_50bd232ceb2a.png,fresh,fresh,True,0.9361245607177822,0.06387543928221767,0.9361245607177822
svm_rbf,test,data/processed/test/fresh/freshapples_071698311084.png,fresh,fresh,True,0.8184877623046278,0.18151223769537247,0.8184877623046278
svm_rbf,test,data/processed/test/fresh/freshbanana_1fe850b565a6.png,fresh,fresh,True,0.9816750220856759,0.018324977914324147,0.9816750220856759
svm_rbf,test,data/processed/test/fresh/freshbanana_b1490dd5c752.png,fresh,rotten,False,0.4082346352145473,0.5917653647854526,0.5917653647854526
svm_rbf,test,data/processed/test/fresh/freshoranges_abfe957f599c.png,fresh,fresh,True,0.6683741482645141,0.3316258517354857,0.6683741482645141
svm_rbf,test,data/processed/test/fresh/freshapples_e577849d6262.png,fresh,fresh,True,0.7786637233855731,0.22133627661442715,0.7786637233855731
svm_rbf,test,data/processed/test/fresh/freshapples_7feb2504ef86.png,fresh,fresh,True,0.628983012690713,0.3710169873092872,0.628983012690713
svm_rbf,test,data/processed/test/fresh/freshbanana_444f74a01c97.png,fresh,rotten,False,0.1225010598170387,0.8774989401829612,0.8774989401829612
svm_rbf,test,data/processed/test/fresh/freshapples_705839bc61ab.png,fresh,fresh,True,0.807777802175513,0.19222219782448707,0.807777802175513
svm_rbf,test,data/processed/test/fresh/freshapples_0554134c2c59.png,fresh,fresh,True,0.5940612963487798,0.40593870365122,0.5940612963487798
svm_rbf,test,data/processed/test/fresh/freshoranges_75c58e161983.png,fresh,fresh,True,0.982427931480411,0.01757206851958917,0.982427931480411
svm_rbf,test,data/processed/test/fresh/freshbanana_65c6980ff236.png,fresh,fresh,True,0.8833351342679308,0.11666486573206923,0.8833351342679308
svm_rbf,test,data/processed/test/fresh/freshbanana_bdc2e2602ec2.png,fresh,rotten,False,0.3802089783590973,0.6197910216409028,0.6197910216409028
svm_rbf,test,data/processed/test/fresh/freshoranges_c494b09f479d.png,fresh,rotten,False,0.09241258289466676,0.9075874171053333,0.9075874171053333
svm_rbf,test,data/processed/test/fresh/freshbanana_4b775220dcde.png,fresh,fresh,True,0.7700876954261805,0.22991230457381948,0.7700876954261805
